"Date","Time","Open","High","Low","Close","Vol","OI"
12/23/2010,16:59,82.426,82.511,81.686,82.118,0,0
12/24/2010,16:59,82.118,82.490,81.947,82.218,0,0
12/27/2010,16:59,82.161,82.313,82.015,82.208,0,0
12/28/2010,16:59,82.234,82.489,81.795,82.265,0,0
12/29/2010,16:59,82.261,82.400,81.520,81.527,0,0
12/30/2010,16:59,81.529,81.843,81.203,81.497,0,0
12/31/2010,16:59,81.483,81.776,81.319,81.506,0,0
01/03/2011,16:59,81.616,82.498,81.390,82.225,0,0
01/04/2011,16:59,82.220,82.847,81.420,82.142,0,0
01/05/2011,16:59,82.125,83.799,81.868,83.606,0,0
01/06/2011,16:59,83.570,83.774,83.142,83.598,0,0
01/07/2011,16:59,83.556,84.356,83.152,83.644,0,0
01/10/2011,16:59,83.763,83.835,82.938,83.240,0,0
01/11/2011,16:59,83.240,84.250,83.195,84.018,0,0
01/12/2011,16:59,84.000,84.681,83.806,84.177,0,0
01/13/2011,16:59,84.152,84.263,83.442,83.699,0,0
01/14/2011,16:59,83.690,83.989,82.905,83.603,0,0
01/17/2011,16:59,83.756,84.009,83.255,83.730,0,0
01/18/2011,16:59,83.717,83.880,83.142,83.265,0,0
01/19/2011,16:59,83.255,83.445,82.178,82.347,0,0
01/20/2011,16:59,82.340,83.290,82.181,83.200,0,0
01/21/2011,16:59,83.155,83.492,82.903,83.097,0,0
01/24/2011,16:59,83.077,83.396,82.818,83.035,0,0
01/25/2011,16:59,83.025,83.180,82.038,82.493,0,0
01/26/2011,16:59,82.440,82.926,82.235,82.648,0,0
01/27/2011,16:59,82.555,83.547,82.426,83.431,0,0
01/28/2011,16:59,83.420,83.425,81.945,81.987,0,0
01/31/2011,16:59,81.845,82.395,81.466,81.938,0,0
02/01/2011,16:59,81.945,82.261,81.595,82.105,0,0
02/02/2011,16:59,82.115,82.800,82.089,82.526,0,0
02/03/2011,16:59,82.519,82.935,82.168,82.332,0,0
02/04/2011,16:59,82.330,83.358,82.224,83.202,0,0
02/07/2011,16:59,83.148,83.552,83.019,83.051,0,0
02/08/2011,16:59,83.071,83.192,82.342,82.752,0,0
02/09/2011,16:59,82.696,83.096,82.622,82.842,0,0
02/10/2011,16:59,82.830,83.720,82.743,83.588,0,0
02/11/2011,16:59,83.598,84.633,83.570,84.448,0,0
02/14/2011,16:59,84.341,84.564,84.113,84.218,0,0
02/15/2011,16:59,84.210,85.108,84.155,84.610,0,0
02/16/2011,16:59,84.635,85.086,84.548,84.949,0,0
02/17/2011,16:59,84.880,85.163,84.400,84.592,0,0
02/18/2011,16:59,84.620,84.875,84.116,84.257,0,0
02/21/2011,16:59,84.263,84.662,84.159,84.535,0,0
02/22/2011,16:59,84.521,84.910,83.420,83.523,0,0
02/23/2011,16:59,83.520,83.861,82.851,83.368,0,0
02/24/2011,16:59,83.395,83.411,82.642,83.318,0,0
02/25/2011,16:59,83.333,83.585,83.153,83.529,0,0
02/28/2011,16:59,83.432,84.260,83.429,84.143,0,0
03/01/2011,16:59,84.133,84.689,83.910,83.960,0,0
03/02/2011,16:59,84.010,84.340,83.782,84.118,0,0
03/03/2011,16:59,84.095,84.800,83.873,84.800,0,0
03/04/2011,16:59,84.743,85.356,84.522,84.522,0,0
03/07/2011,16:59,84.561,84.737,84.236,84.477,0,0
03/08/2011,16:59,84.520,85.159,84.434,85.076,0,0
03/09/2011,16:59,85.065,85.520,85.065,85.406,0,0
03/10/2011,16:59,85.400,85.595,84.875,85.000,0,0
03/11/2011,16:59,85.044,85.375,83.598,84.070,0,0
03/14/2011,16:59,83.859,84.606,82.824,83.797,0,0
03/15/2011,16:59,83.797,84.096,80.964,81.866,0,0
03/16/2011,16:59,81.881,82.526,80.151,80.253,0,0
03/17/2011,16:59,79.936,80.484,77.379,80.050,0,0
03/18/2011,16:59,80.044,83.510,79.960,81.825,0,0
03/21/2011,16:59,82.076,83.352,81.884,82.847,0,0
03/22/2011,16:59,82.838,83.158,82.440,82.512,0,0
03/23/2011,16:59,82.537,82.641,82.126,82.400,0,0
03/24/2011,16:59,82.390,83.086,82.319,82.988,0,0
03/25/2011,16:59,82.972,83.467,82.799,82.867,0,0
03/28/2011,16:59,82.990,83.851,82.712,83.507,0,0
03/29/2011,16:59,83.530,84.645,83.347,84.607,0,0
03/30/2011,16:59,84.610,85.778,84.490,85.340,0,0
03/31/2011,16:59,85.315,85.797,84.958,85.615,0,0
04/01/2011,16:59,85.673,87.728,85.624,87.225,0,0
04/04/2011,16:59,87.308,87.545,86.625,86.901,0,0
04/05/2011,16:59,86.896,88.109,86.855,88.026,0,0
04/06/2011,16:59,88.033,89.261,88.026,88.971,0,0
04/07/2011,16:59,88.975,89.043,87.918,88.581,0,0
04/08/2011,16:59,88.648,89.513,88.456,88.668,0,0
04/11/2011,16:59,88.802,89.113,88.321,88.402,0,0
04/12/2011,16:59,88.412,88.677,86.544,86.705,0,0
04/13/2011,16:59,86.684,87.738,86.660,87.092,0,0
04/14/2011,16:59,87.088,87.171,85.875,86.844,0,0
04/15/2011,16:59,86.842,87.207,86.120,86.592,0,0
04/18/2011,16:59,86.756,86.764,84.578,85.698,0,0
04/19/2011,16:59,85.659,86.587,85.249,86.342,0,0
04/20/2011,16:59,86.335,87.148,86.182,86.625,0,0
04/21/2011,16:59,86.633,86.800,85.691,85.837,0,0
04/22/2011,16:59,85.835,86.206,85.646,85.755,0,0
04/25/2011,16:59,85.778,86.435,85.530,85.712,0,0
04/26/2011,16:59,85.720,86.242,85.373,85.615,0,0
04/27/2011,16:59,85.610,86.613,85.471,86.460,0,0
04/28/2011,16:59,86.399,86.627,85.571,85.685,0,0
04/29/2011,16:59,85.691,85.961,85.253,85.854,0,0
05/02/2011,16:59,85.643,86.079,85.304,85.350,0,0
05/03/2011,16:59,85.327,85.657,84.588,84.876,0,0
05/04/2011,16:59,84.853,85.214,83.813,83.921,0,0
05/05/2011,16:59,83.936,84.234,82.280,82.723,0,0
05/06/2011,16:59,82.729,84.461,82.725,83.376,0,0
05/09/2011,16:59,83.247,83.897,83.161,83.485,0,0
05/10/2011,16:59,83.476,84.512,83.099,84.509,0,0
05/11/2011,16:59,84.495,85.295,83.762,84.293,0,0
05/12/2011,16:59,84.247,84.562,83.308,84.074,0,0
05/13/2011,16:59,83.981,84.258,82.797,83.395,0,0
05/16/2011,16:59,83.439,83.653,82.662,82.790,0,0
05/17/2011,16:59,82.708,84.099,82.670,83.717,0,0
05/18/2011,16:59,83.678,84.238,83.129,84.172,0,0
05/19/2011,16:59,84.093,84.991,84.040,84.324,0,0
05/20/2011,16:59,84.262,84.655,83.635,83.886,0,0
05/23/2011,16:59,83.905,84.064,83.068,83.824,0,0
05/24/2011,16:59,83.785,84.198,83.545,83.891,0,0
05/25/2011,16:59,83.802,84.122,83.363,83.841,0,0
05/26/2011,16:59,83.818,83.976,82.730,83.085,0,0
05/27/2011,16:59,83.127,83.220,82.606,82.756,0,0
05/30/2011,16:59,82.469,82.901,82.467,82.811,0,0
05/31/2011,16:59,82.714,84.529,82.693,84.147,0,0
06/01/2011,16:59,84.141,84.253,82.800,82.854,0,0
06/02/2011,16:59,82.820,83.214,82.361,82.884,0,0
06/03/2011,16:59,82.836,83.051,81.349,82.072,0,0
06/06/2011,16:59,81.934,82.255,81.552,81.660,0,0
06/07/2011,16:59,81.564,82.429,81.564,82.181,0,0
06/08/2011,16:59,82.141,82.365,81.219,81.543,0,0
06/09/2011,16:59,81.532,82.604,81.459,82.588,0,0
06/10/2011,16:59,82.543,82.623,81.852,81.886,0,0
06/13/2011,16:59,81.640,82.524,81.640,82.188,0,0
06/14/2011,16:59,82.184,83.262,81.994,83.054,0,0
06/15/2011,16:59,83.057,83.440,82.231,82.703,0,0
06/16/2011,16:59,82.660,82.808,81.524,82.171,0,0
06/17/2011,16:59,82.075,82.150,81.472,81.682,0,0
06/20/2011,16:59,81.770,82.082,81.264,81.893,0,0
06/21/2011,16:59,81.911,82.550,81.684,82.531,0,0
06/22/2011,16:59,82.496,82.730,82.124,82.466,0,0
06/23/2011,16:59,82.353,82.860,81.949,82.230,0,0
06/24/2011,16:59,82.158,82.364,81.242,81.322,0,0
06/27/2011,16:59,81.283,82.053,81.283,82.002,0,0
06/28/2011,16:59,81.953,82.656,81.746,82.633,0,0
06/29/2011,16:59,82.593,83.494,82.431,83.253,0,0
06/30/2011,16:59,83.242,83.864,82.989,83.612,0,0
07/01/2011,16:59,83.553,84.350,83.493,84.246,0,0
07/04/2011,16:59,84.197,84.386,83.908,83.982,0,0
07/05/2011,16:59,83.981,84.473,83.979,84.076,0,0
07/06/2011,16:59,84.052,84.269,83.414,83.744,0,0
07/07/2011,16:59,83.740,84.924,83.699,84.647,0,0
07/08/2011,16:59,84.648,85.049,83.335,83.602,0,0
07/11/2011,16:59,83.709,83.894,82.714,82.763,0,0
07/12/2011,16:59,82.769,82.952,80.998,81.913,0,0
07/13/2011,16:59,81.912,82.668,81.241,82.342,0,0
07/14/2011,16:59,82.245,82.942,81.836,82.313,0,0
07/15/2011,16:59,82.292,83.009,82.184,82.921,0,0
07/18/2011,16:59,82.771,82.954,82.107,82.280,0,0
07/19/2011,16:59,82.293,83.443,82.293,83.265,0,0
07/20/2011,16:59,83.263,83.478,82.944,83.124,0,0
07/21/2011,16:59,83.122,83.587,82.867,82.976,0,0
07/22/2011,16:59,82.936,83.383,82.255,82.813,0,0
07/25/2011,16:59,82.409,82.983,82.159,82.622,0,0
07/26/2011,16:59,82.624,83.228,82.326,82.459,0,0
07/27/2011,16:59,82.462,82.675,82.038,82.087,0,0
07/28/2011,16:59,82.085,82.259,81.624,81.790,0,0
07/29/2011,16:59,81.796,81.925,80.179,80.351,0,0
08/01/2011,16:59,80.818,81.976,79.601,80.653,0,0
08/02/2011,16:59,80.658,81.432,80.104,80.248,0,0
08/03/2011,16:59,80.244,80.700,79.666,80.066,0,0
08/04/2011,16:59,80.065,82.683,80.009,80.320,0,0
08/05/2011,16:59,80.323,81.142,79.603,79.804,0,0
08/08/2011,16:59,79.372,79.912,78.006,78.176,0,0
08/09/2011,16:59,78.173,78.789,76.915,78.698,0,0
08/10/2011,16:59,78.703,79.092,76.851,77.246,0,0
08/11/2011,16:59,77.239,78.060,76.802,78.060,0,0
08/12/2011,16:59,78.048,78.178,77.296,77.680,0,0
08/15/2011,16:59,77.715,78.474,77.551,78.450,0,0
08/16/2011,16:59,78.438,78.487,77.674,78.165,0,0
08/17/2011,16:59,78.164,78.323,77.793,78.089,0,0
08/18/2011,16:59,78.091,78.177,76.936,77.299,0,0
08/19/2011,16:59,77.301,77.670,77.005,77.234,0,0
08/22/2011,16:59,77.400,78.120,77.259,77.511,0,0
08/23/2011,16:59,77.517,77.826,77.220,77.624,0,0
08/24/2011,16:59,77.631,78.040,77.301,77.964,0,0
08/25/2011,16:59,77.966,78.787,77.762,78.354,0,0
08/26/2011,16:59,78.351,78.462,77.175,78.086,0,0
08/29/2011,16:59,78.297,78.908,77.969,78.621,0,0
08/30/2011,16:59,78.629,78.843,78.100,78.450,0,0
08/31/2011,16:59,78.455,78.886,78.088,78.388,0,0
09/01/2011,16:59,78.380,79.107,78.279,78.715,0,0
09/02/2011,16:59,78.723,78.856,77.899,77.930,0,0
09/05/2011,16:59,77.862,78.007,77.395,77.562,0,0
09/06/2011,16:59,77.561,78.535,77.438,78.375,0,0
09/07/2011,16:59,78.378,78.551,77.910,78.545,0,0
09/08/2011,16:59,78.551,78.655,78.260,78.307,0,0
09/09/2011,16:59,78.306,78.526,77.346,77.778,0,0
09/12/2011,16:59,77.631,77.921,76.672,77.762,0,0
09/13/2011,16:59,77.746,78.049,77.157,78.039,0,0
09/14/2011,16:59,78.047,78.128,77.180,77.420,0,0
09/15/2011,16:59,77.425,78.283,77.044,77.953,0,0
09/16/2011,16:59,77.933,78.555,77.773,78.443,0,0
09/19/2011,16:59,78.304,78.448,76.997,77.308,0,0
09/20/2011,16:59,77.318,77.389,76.847,76.995,0,0
09/21/2011,16:59,76.992,77.142,75.762,75.812,0,0
09/22/2011,16:59,75.816,76.241,73.590,74.103,0,0
09/23/2011,16:59,74.111,74.563,73.621,74.430,0,0
09/26/2011,16:59,74.328,74.657,73.439,74.461,0,0
09/27/2011,16:59,74.466,75.687,74.283,75.320,0,0
09/28/2011,16:59,75.342,75.369,74.039,74.103,0,0
09/29/2011,16:59,74.082,74.909,73.693,74.166,0,0
09/30/2011,16:59,74.143,74.292,73.291,73.327,0,0
10/03/2011,16:59,73.442,73.727,72.623,72.643,0,0
10/04/2011,16:59,72.623,73.092,72.151,73.026,0,0
10/05/2011,16:59,73.040,73.828,72.476,73.772,0,0
10/06/2011,16:59,73.803,73.956,73.128,73.925,0,0
10/07/2011,16:59,73.946,75.080,73.597,73.799,0,0
10/10/2011,16:59,73.850,74.828,73.810,74.687,0,0
10/11/2011,16:59,74.729,74.746,74.163,74.398,0,0
10/12/2011,16:59,74.397,76.377,74.255,75.903,0,0
10/13/2011,16:59,75.889,75.929,74.769,75.288,0,0
10/14/2011,16:59,75.284,76.467,75.106,76.399,0,0
10/17/2011,16:59,76.185,77.088,75.005,75.037,0,0
10/18/2011,16:59,75.061,76.007,74.713,75.735,0,0
10/19/2011,16:59,75.728,76.168,75.110,75.282,0,0
10/20/2011,16:59,75.228,75.858,74.839,75.588,0,0
10/21/2011,16:59,75.592,75.950,75.050,75.646,0,0
10/24/2011,16:59,75.412,75.952,75.373,75.846,0,0
10/25/2011,16:59,75.784,76.207,74.373,74.809,0,0
10/26/2011,16:59,74.812,75.980,74.565,75.845,0,0
10/27/2011,16:59,75.828,76.755,75.780,76.646,0,0
10/28/2011,16:59,76.622,76.698,75.964,76.427,0,0
10/31/2011,16:59,76.225,79.642,76.103,78.104,0,0
11/01/2011,16:59,78.090,79.073,76.713,76.816,0,0
11/02/2011,16:59,76.781,77.205,76.474,76.923,0,0
11/03/2011,16:59,76.989,77.522,76.374,77.477,0,0
11/04/2011,16:59,77.515,77.515,76.434,76.826,0,0
11/07/2011,16:59,76.862,77.080,76.535,77.075,0,0
11/08/2011,16:59,77.044,77.142,76.528,77.005,0,0
11/09/2011,16:59,77.023,77.078,75.961,75.985,0,0
11/10/2011,16:59,75.936,76.412,75.627,76.314,0,0
11/11/2011,16:59,76.341,76.420,75.596,76.244,0,0
11/14/2011,16:59,76.566,76.609,75.479,75.803,0,0
11/15/2011,16:59,75.774,76.195,74.977,75.428,0,0
11/16/2011,16:59,75.385,75.716,74.778,75.222,0,0
11/17/2011,16:59,75.190,75.413,74.753,74.766,0,0
11/18/2011,16:59,74.693,75.116,74.546,74.858,0,0
11/21/2011,16:59,74.836,74.863,73.859,73.941,0,0
11/22/2011,16:59,73.843,74.470,73.843,74.111,0,0
11/23/2011,16:59,74.095,74.180,73.718,73.765,0,0
11/24/2011,16:59,73.683,73.878,73.483,73.646,0,0
11/25/2011,16:59,73.601,74.376,73.584,74.097,0,0
11/28/2011,16:59,74.330,75.831,74.148,75.371,0,0
11/29/2011,16:59,75.371,75.805,75.149,75.511,0,0
11/30/2011,16:59,75.477,76.581,75.185,76.216,0,0
12/01/2011,16:59,76.250,76.678,75.942,76.612,0,0
12/02/2011,16:59,76.591,77.365,76.423,76.464,0,0
12/05/2011,16:59,76.675,76.941,76.276,76.514,0,0
12/06/2011,16:59,76.537,77.032,76.125,76.974,0,0
12/07/2011,16:59,76.938,77.171,76.719,76.953,0,0
12/08/2011,16:59,76.902,76.966,75.863,75.880,0,0
12/09/2011,16:59,75.906,76.326,75.644,76.295,0,0
12/12/2011,16:59,76.145,76.219,75.644,75.854,0,0
12/13/2011,16:59,75.824,75.941,75.342,75.415,0,0
12/14/2011,16:59,75.387,75.480,74.883,75.085,0,0
12/15/2011,16:59,75.074,75.405,74.925,75.219,0,0
12/16/2011,16:59,75.180,75.571,74.731,74.878,0,0
12/19/2011,16:59,74.921,75.357,74.786,75.128,0,0
12/20/2011,16:59,75.041,75.747,75.034,75.588,0,0
12/21/2011,16:59,75.570,76.124,75.517,76.040,0,0
12/22/2011,16:59,75.990,76.606,75.917,76.551,0,0
12/23/2011,16:59,76.537,76.724,76.392,76.429,0,0
12/27/2011,16:59,76.162,76.628,76.162,76.429,0,0
12/28/2011,16:59,76.402,76.611,76.024,76.067,0,0
12/29/2011,16:59,76.044,76.163,75.814,76.073,0,0
12/30/2011,16:59,76.057,76.203,75.267,75.267,0,0
01/02/2012,16:59,75.122,75.702,75.122,75.446,0,0
01/03/2012,16:59,75.411,76.184,75.350,75.910,0,0
01/04/2012,16:59,75.912,75.982,75.543,75.723,0,0
01/05/2012,16:59,75.685,75.895,75.341,75.603,0,0
01/06/2012,16:59,75.571,75.848,74.831,74.858,0,0
01/09/2012,16:59,74.702,75.137,74.523,75.047,0,0
01/10/2012,16:59,75.056,75.643,75.017,75.637,0,0
01/11/2012,16:59,75.649,75.869,75.325,75.403,0,0
01/12/2012,16:59,75.336,75.786,75.144,75.321,0,0
01/13/2012,16:59,75.303,75.468,74.856,75.173,0,0
01/16/2012,16:59,75.059,75.502,74.962,75.409,0,0
01/17/2012,16:59,75.395,75.912,75.354,75.645,0,0
01/18/2012,16:59,75.660,75.985,75.404,75.960,0,0
01/19/2012,16:59,75.970,76.556,75.797,76.220,0,0
01/20/2012,16:59,76.262,76.326,75.792,76.054,0,0
01/23/2012,16:59,75.770,76.629,75.694,76.366,0,0
01/24/2012,16:59,76.341,77.092,76.248,76.966,0,0
01/25/2012,16:59,76.964,77.464,76.864,77.412,0,0
01/26/2012,16:59,77.421,77.601,77.267,77.294,0,0
01/27/2012,16:59,77.279,77.339,76.503,76.503,0,0
01/30/2012,16:59,76.505,76.645,75.869,76.202,0,0
01/31/2012,16:59,76.201,76.651,75.900,76.058,0,0
02/01/2012,16:59,76.033,76.547,75.760,76.315,0,0
02/02/2012,16:59,76.286,76.390,76.030,76.245,0,0
02/03/2012,16:59,76.257,77.095,75.968,77.077,0,0
02/06/2012,16:59,76.975,77.176,76.686,76.858,0,0
02/07/2012,16:59,76.805,77.360,76.783,77.163,0,0
02/08/2012,16:59,77.157,77.618,76.973,77.345,0,0
02/09/2012,16:59,77.320,78.130,77.252,78.034,0,0
02/10/2012,16:59,78.025,78.095,77.348,77.507,0,0
02/13/2012,16:59,77.430,77.897,77.327,77.579,0,0
02/14/2012,16:59,77.553,78.589,77.298,78.520,0,0
02/15/2012,16:59,78.482,79.035,78.295,78.435,0,0
02/16/2012,16:59,78.407,79.242,78.149,79.189,0,0
02/17/2012,16:59,79.175,79.933,79.023,79.792,0,0
02/20/2012,16:59,80.030,80.555,79.827,80.148,0,0
02/21/2012,16:59,80.108,80.370,79.830,79.983,0,0
02/22/2012,16:59,79.944,80.508,79.888,80.299,0,0
02/23/2012,16:59,80.276,80.589,80.023,80.173,0,0
02/24/2012,16:59,80.163,81.247,80.082,81.234,0,0
02/27/2012,16:59,81.302,81.723,79.873,80.711,0,0
02/28/2012,16:59,80.666,81.243,80.185,80.825,0,0
02/29/2012,16:59,80.800,82.275,80.760,81.976,0,0
03/01/2012,16:59,81.937,82.539,81.752,82.250,0,0
03/02/2012,16:59,82.256,82.817,82.237,82.681,0,0
03/05/2012,16:59,82.589,82.701,81.517,81.979,0,0
03/06/2012,16:59,81.967,82.055,80.378,80.731,0,0
03/07/2012,16:59,80.707,81.403,80.449,81.262,0,0
03/08/2012,16:59,81.279,82.487,81.232,82.343,0,0
03/09/2012,16:59,82.316,83.517,82.145,83.169,0,0
03/12/2012,16:59,83.187,83.313,82.666,82.844,0,0
03/13/2012,16:59,82.832,83.953,82.696,83.882,0,0
03/14/2012,16:59,83.875,84.669,83.760,84.351,0,0
03/15/2012,16:59,84.323,84.718,83.637,84.209,0,0
03/16/2012,16:59,84.243,84.577,83.807,84.121,0,0
03/19/2012,16:59,84.107,84.608,83.653,84.428,0,0
03/20/2012,16:59,84.410,84.683,83.789,84.417,0,0
03/21/2012,16:59,84.383,84.962,83.954,84.060,0,0
03/22/2012,16:59,84.026,84.134,82.328,82.621,0,0
03/23/2012,16:59,82.575,82.967,81.856,82.516,0,0
03/26/2012,16:59,82.520,83.663,82.485,83.545,0,0
03/27/2012,16:59,83.559,84.113,83.324,83.535,0,0
03/28/2012,16:59,83.558,83.583,82.747,83.007,0,0
03/29/2012,16:59,83.016,83.104,81.815,82.713,0,0
03/30/2012,16:59,82.725,83.098,82.023,82.974,0,0
04/02/2012,16:59,83.350,83.560,82.341,82.833,0,0
04/03/2012,16:59,82.820,83.682,82.340,83.551,0,0
04/04/2012,16:59,83.521,83.616,82.546,82.736,0,0
04/05/2012,16:59,82.707,83.097,81.881,82.897,0,0
04/06/2012,16:59,82.838,83.135,81.529,81.684,0,0
04/09/2012,16:59,81.679,81.970,81.243,81.658,0,0
04/10/2012,16:59,81.651,82.168,80.294,80.313,0,0
04/11/2012,16:59,80.282,81.023,80.205,80.537,0,0
04/12/2012,16:59,80.519,81.337,80.471,81.324,0,0
04/13/2012,16:59,81.313,81.660,80.900,80.913,0,0
04/16/2012,16:59,80.872,81.075,80.172,80.430,0,0
04/17/2012,16:59,80.421,81.862,80.317,81.625,0,0
04/18/2012,16:59,81.609,82.448,81.578,81.957,0,0
04/19/2012,16:59,81.931,82.617,81.743,81.942,0,0
04/20/2012,16:59,81.939,82.498,81.910,82.125,0,0
04/23/2012,16:59,82.072,82.231,81.209,81.910,0,0
04/24/2012,16:59,81.878,82.436,81.561,82.349,0,0
04/25/2012,16:59,82.313,82.975,82.185,82.698,0,0
04/26/2012,16:59,82.657,82.780,81.967,82.221,0,0
04/27/2012,16:59,82.220,82.622,81.644,81.846,0,0
04/30/2012,16:59,81.778,81.940,80.627,80.844,0,0
05/01/2012,16:59,80.823,81.547,80.548,81.206,0,0
05/02/2012,16:59,81.246,81.733,80.889,81.216,0,0
05/03/2012,16:59,81.221,81.857,81.048,81.094,0,0
05/04/2012,16:59,81.089,81.493,80.106,80.229,0,0
05/07/2012,16:59,80.153,80.523,79.764,80.420,0,0
05/08/2012,16:59,80.431,80.584,79.559,79.943,0,0
05/09/2012,16:59,79.930,80.006,79.025,79.431,0,0
05/10/2012,16:59,79.377,80.076,79.358,79.746,0,0
05/11/2012,16:59,79.728,80.339,79.352,79.909,0,0
05/14/2012,16:59,79.907,80.162,79.338,79.558,0,0
05/15/2012,16:59,79.507,80.116,79.485,79.596,0,0
05/16/2012,16:59,79.561,80.087,79.249,79.341,0,0
05/17/2012,16:59,79.310,79.459,77.716,77.756,0,0
05/18/2012,16:59,77.704,78.245,77.268,77.269,0,0
05/21/2012,16:59,77.368,78.019,77.322,77.924,0,0
05/22/2012,16:59,77.896,78.659,77.868,78.306,0,0
05/23/2012,16:59,78.312,78.338,77.009,77.515,0,0
05/24/2012,16:59,77.490,77.701,77.189,77.531,0,0
05/25/2012,16:59,77.476,77.727,77.213,77.369,0,0
05/28/2012,16:59,77.604,77.658,77.370,77.609,0,0
05/29/2012,16:59,77.560,77.870,77.281,77.748,0,0
05/30/2012,16:59,77.728,77.809,76.484,76.738,0,0
05/31/2012,16:59,76.714,76.859,75.458,75.804,0,0
06/01/2012,16:59,75.802,76.047,74.402,74.936,0,0
06/04/2012,16:59,75.043,75.420,74.734,75.367,0,0
06/05/2012,16:59,75.335,76.111,75.024,75.845,0,0
06/06/2012,16:59,75.799,77.126,75.784,77.051,0,0
06/07/2012,16:59,77.024,78.058,76.977,77.443,0,0
06/08/2012,16:59,77.431,77.641,76.416,77.305,0,0
06/11/2012,16:59,77.762,78.091,76.977,77.011,0,0
06/12/2012,16:59,76.981,77.554,76.741,77.441,0,0
06/13/2012,16:59,77.439,77.726,77.036,77.136,0,0
06/14/2012,16:59,77.111,77.601,77.048,77.567,0,0
06/15/2012,16:59,77.554,77.668,76.698,76.953,0,0
06/18/2012,16:59,77.137,77.780,76.752,77.216,0,0
06/19/2012,16:59,77.190,77.719,77.012,77.545,0,0
06/20/2012,16:59,77.535,78.314,77.311,78.091,0,0
06/21/2012,16:59,78.068,78.662,77.791,77.983,0,0
06/22/2012,16:59,77.917,78.548,77.761,78.518,0,0
06/25/2012,16:59,78.260,78.543,77.085,77.406,0,0
06/26/2012,16:59,77.335,77.695,77.060,77.629,0,0
06/27/2012,16:59,77.622,77.869,77.425,77.755,0,0
06/28/2012,16:59,77.735,77.797,76.601,76.879,0,0
06/29/2012,16:59,76.871,78.580,76.603,78.454,0,0
07/02/2012,16:59,78.546,78.645,77.790,78.137,0,0
07/03/2012,16:59,78.135,78.914,78.078,78.800,0,0
07/04/2012,16:59,78.775,78.910,78.565,78.801,0,0
07/05/2012,16:59,78.713,79.115,78.479,78.775,0,0
07/06/2012,16:59,78.758,78.847,78.003,78.172,0,0
07/09/2012,16:59,77.959,78.287,77.871,78.042,0,0
07/10/2012,16:59,78.021,78.158,77.583,77.659,0,0
07/11/2012,16:59,77.631,78.236,77.474,78.183,0,0
07/12/2012,16:59,78.135,78.420,77.303,77.800,0,0
07/13/2012,16:59,77.778,78.207,77.697,78.050,0,0
07/16/2012,16:59,78.184,78.214,77.422,77.683,0,0
07/17/2012,16:59,77.660,78.168,77.560,78.098,0,0
07/18/2012,16:59,78.099,78.183,77.779,77.987,0,0
07/19/2012,16:59,77.967,78.101,77.755,77.988,0,0
07/20/2012,16:59,77.945,78.164,77.447,77.492,0,0
07/23/2012,16:59,77.304,77.492,76.622,76.924,0,0
07/24/2012,16:59,76.886,77.067,76.408,76.473,0,0
07/25/2012,16:59,76.456,77.059,76.321,76.943,0,0
07/26/2012,16:59,76.928,77.661,76.793,77.419,0,0
07/27/2012,16:59,77.358,78.314,77.295,78.179,0,0
07/30/2012,16:59,78.071,78.224,77.736,78.027,0,0
07/31/2012,16:59,78.022,78.224,77.829,77.854,0,0
08/01/2012,16:59,77.852,78.186,77.626,78.004,0,0
08/02/2012,16:59,77.965,78.263,77.542,77.640,0,0
08/03/2012,16:59,77.639,78.844,77.490,78.312,0,0
08/06/2012,16:59,78.447,78.627,78.142,78.206,0,0
08/07/2012,16:59,78.194,79.006,78.079,78.829,0,0
08/08/2012,16:59,78.806,78.987,78.430,78.883,0,0
08/09/2012,16:59,78.836,79.469,78.715,79.257,0,0
08/10/2012,16:59,79.234,79.307,78.474,78.962,0,0
08/13/2012,16:59,78.798,79.067,78.766,78.884,0,0
08/14/2012,16:59,78.872,79.660,78.853,79.326,0,0
08/15/2012,16:59,79.320,79.838,79.285,79.801,0,0
08/16/2012,16:59,79.812,80.455,79.753,80.404,0,0
08/17/2012,16:59,80.390,80.563,80.183,80.373,0,0
08/20/2012,16:59,80.404,80.549,80.112,80.335,0,0
08/21/2012,16:59,80.315,80.679,80.020,80.158,0,0
08/22/2012,16:59,80.104,80.176,78.932,79.244,0,0
08/23/2012,16:59,79.237,79.511,78.870,78.958,0,0
08/24/2012,16:59,78.947,79.415,78.912,79.292,0,0
08/27/2012,16:59,79.246,79.587,79.246,79.464,0,0
08/28/2012,16:59,79.441,79.817,79.165,79.448,0,0
08/29/2012,16:59,79.396,79.800,79.289,79.534,0,0
08/30/2012,16:59,79.493,79.597,79.034,79.219,0,0
08/31/2012,16:59,79.169,79.497,78.994,79.405,0,0
09/03/2012,16:59,79.294,79.562,79.195,79.362,0,0
09/04/2012,16:59,79.288,79.683,79.280,79.522,0,0
09/05/2012,16:59,79.502,79.624,78.947,79.145,0,0
09/06/2012,16:59,79.101,80.472,79.065,80.240,0,0
09/07/2012,16:59,80.204,80.536,79.794,79.920,0,0
09/10/2012,16:59,79.940,80.243,79.881,80.066,0,0
09/11/2012,16:59,80.052,80.381,79.832,79.890,0,0
09/12/2012,16:59,79.875,80.162,79.682,79.722,0,0
09/13/2012,16:59,79.742,80.174,79.182,79.989,0,0
